disasterNumber,county,state,type1,type2,event_name,event_title,SS_scale2,SS_scale,year,longitude,latitude,wind_34_down,wind_34_50,wind_50_64,wind_64_up,node1,node2,node3,node4,node5,node6,node7,node8,node9,SVI,population,homeownership_rate,hwm,wind_50_up,homeowner_rate,occupied_house,homeowner_occupied,type1,type2,assisstance_rate_type1,assisstance_rate_type2
4332,Newton County,TX,104,149,3,HURRICANE HARVEY,3,4,2017,-93.7447,30.7864,9,0,0,0,235.3037525,234.5114454,223.9785582,223.2409794,212.8710849,219.6241955,220.325894,209.6706017,199.1636773,0.5091,13908,84.11442,7,0,84.11442,"4,979",4188.056972,104,149,0.024832518,0.035577357
4332,Nueces County,TX,551,243,3,HURRICANE HARVEY,3,4,2017,-97.6134,27.7254,6,2,1,0,41.35575345,39.46356954,60.90037495,76.86411524,89.36829221,94.66846536,82.85895259,79.68925781,77.64654078,0.8204,361235,60.10277,6.42,1,60.10277,"130,687",78546.50703,551,243,0.007014952,0.003093709
4332,Orange County,TX,946,4878,3,HURRICANE HARVEY,3,4,2017,-93.8939,30.1213,9,0,0,0,203.013182,204.1274806,197.7815335,200.2550869,191.3503883,199.7104167,198.224145,185.559532,171.6068448,0.5858,84971,77.0464,11.6,0,77.0464,"32,811",25279.6943,946,4878,0.037421339,0.192961194
4332,Polk County,TX,93,108,3,HURRICANE HARVEY,3,4,2017,-94.83,30.7927,9,0,0,0,199.8532366,195.9631621,180.1331583,176.0053498,164.5358668,169.7968466,172.3339378,163.9253086,157.841284,0.9398,48990,76.30247,5.3,0,76.30247,"18,969",14473.81553,93,108,0.006425396,0.00746175
4332,Refugio County,TX,251,134,3,HURRICANE HARVEY,3,4,2017,-97.1656,28.3253,0,6,2,1,24.09692939,8.295452389,23.61959881,44.23315288,54.01892476,62.90879275,49.80115848,40.60390743,34.45526824,0.8959,7180,73.60877,4.8,3,73.60877,"2,632",1937.382826,251,134,0.129556222,0.069165473
4332,Sabine County,TX,8,2,3,HURRICANE HARVEY,3,4,2017,-93.8518,31.3432,9,0,0,0,256.3932589,253.824606,239.7019792,236.1933329,224.7961742,230.0324692,232.5808963,223.8740859,216.5580331,0.6928,10417,88.40902,0,0,88.40902,"4,387",3878.503707,8,2,0.002062651,0.000515663
4332,San Jacinto County,TX,179,312,3,HURRICANE HARVEY,3,4,2017,-95.1669,30.5795,9,0,0,0,179.7369818,175.2601223,158.7124211,154.3816132,142.9162269,148.2670152,150.7097374,142.3674224,136.8187921,0.7138,28231,80.69185,7.4,0,80.69185,"10,546",8509.762501,179,312,0.021034665,0.036663773
4332,San Patricio County,TX,657,305,3,HURRICANE HARVEY,3,4,2017,-97.5188,28.0092,5,2,1,1,32.85116222,24.99703684,43.11440401,59.5757215,71.86562131,77.72174779,65.58701036,61.90278711,60.87066157,0.7781,67210,66.417,0,2,66.417,"24,796",16468.75932,657,305,0.039893716,0.018519914
4332,Tyler County,TX,60,82,3,HURRICANE HARVEY,3,4,2017,-94.3766,30.7712,9,0,0,0,212.6597826,210.2415846,196.9523935,194.5260394,183.5904116,189.6438462,191.232802,181.6432479,173.2916104,0.8348,21517,84.98558,5.95,0,84.98558,"7,362",6256.6384,60,82,0.009589814,0.013106079
4332,Victoria County,TX,526,211,3,HURRICANE HARVEY,3,4,2017,-96.9715,28.7963,0,6,2,1,48.02309281,36.48711468,18.25757967,30.39366448,33.11727887,44.81284346,33.26297918,17.16465231,9.038210269,0.7424,92045,65.16304,152.407,3,65.16304,"34,451",22449.31891,526,211,0.023430555,0.009398949
4332,Walker County,TX,69,43,3,HURRICANE HARVEY,3,4,2017,-95.5723,30.739,8,1,0,0,178.7552015,172.3158421,152.1933552,145.0135783,132.7435594,136.4720542,140.705393,134.6493386,133.0169045,0.6835,72816,56.21465,0,0,56.21465,"24,568",13810.81521,69,43,0.004996085,0.003113502
4332,Waller County,TX,98,150,3,HURRICANE HARVEY,3,4,2017,-95.9876,30.0108,5,4,0,0,130.0596657,123.5545635,104.5914102,99.77355144,88.46784005,94.4586414,96.19809854,87.84636697,84.3165629,0.8943,51717,69.01383,6.79,0,69.01383,"17,298",11938.01231,98,150,0.008209072,0.012564906
4332,Wharton County,TX,196,549,3,HURRICANE HARVEY,3,4,2017,-96.2221,29.2779,1,8,0,0,84.74613204,79.63108654,66.48474543,69.15297283,61.97030399,72.26192712,67.9191563,54.00063099,41.81144564,0.8325,41837,67.72536,8.55,0,67.72536,"15,446",10460.85911,196,549,0.018736511,0.052481349
4611,Ascension Parish,LA,775,482,4,HURRICANE IDA,3,4,2021,-90.9113,30.2036,5,3,1,0,76.04768763,65.98071447,24.40460647,24.5206452,77.94246367,121.8736096,174.4741905,229.52724,282.6998335,0.4297,128369,84.53587,0,1,84.53587,"45,866",38773.22213,775,482,0.019988022,0.01243126
4611,Assumption Parish,LA,364,241,4,HURRICANE IDA,3,4,2021,-91.0608,29.9024,6,2,1,0,65.99899821,54.56740058,24.01624528,44.07283542,96.40756728,141.1197783,194.0100032,249.1902105,302.3852587,0.7973,20689,78.1067,0,1,78.1067,"8,409",6567.992403,364,241,0.055420283,0.0366931
4611,East Baton Rouge Parish,LA,837,368,4,HURRICANE IDA,3,4,2021,-91.0956,30.5383,7,2,0,0,98.28200417,88.25367338,46.21162518,15.74485942,58.68962896,104.4753115,158.2356158,214.2307802,269.4059233,0.8192,453301,62.61774,0,0,62.61774,"181,478",113637.4222,837,368,0.007365531,0.00323837
4611,East Feliciana Parish,LA,165,85,4,HURRICANE IDA,3,4,2021,-91.0455,30.8451,7,2,0,0,113.7810278,104.455384,61.338813,19.44540499,40.07799371,86.12066682,140.1058382,196.3286478,252.2065642,0.7581,19338,82.18788,0,0,82.18788,"6,886",5659.457417,165,85,0.029154738,0.015019108
4611,Iberia Parish,LA,101,59,4,HURRICANE IDA,3,4,2021,-91.7301,29.8965,8,1,0,0,93.29152304,81.195346,58.90007497,64.20392454,105.5217251,152.2893484,206.5997921,263.1022635,319.3842576,0.9733,68975,67.90411,0,0,67.90411,"27,016",18344.97436,101,59,0.005505595,0.00321614
4611,Iberville Parish,LA,202,82,4,HURRICANE IDA,3,4,2021,-91.3495,30.2586,7,2,0,0,91.96038298,80.66988942,44.55531218,35.10994531,78.15418681,124.6192142,178.7008918,234.9406382,290.5531878,0.8851,29824,75.09305,0,0,75.09305,"11,208",8416.429044,202,82,0.024000678,0.009742849
4611,Jefferson Parish,LA,3757,3112,4,HURRICANE IDA,3,4,2021,-90.1274,29.7872,3,3,0,3,41.48931746,38.07590572,25.56104443,60.07839477,110.4559274,146.3239591,193.2658655,244.095839,290.9297756,0.8154,433688,63.46075,0,3,63.46075,"178,028",112977.904,3757,3112,0.03325429,0.027545209
4611,Lafourche Parish,LA,1702,3850,4,HURRICANE IDA,3,4,2021,-90.4256,29.5661,3,3,2,1,30.41469368,22.05095252,22.04244288,65.13857904,118.8336355,158.3980243,207.6021028,259.8908933,308.4052466,0.8625,97504,77.99373,0,3,77.99373,"37,179",28997.28888,1702,3850,0.058695142,0.132771033
4611,Livingston Parish,LA,1198,811,4,HURRICANE IDA,3,4,2021,-90.7279,30.4401,5,2,1,1,85.14699825,76.49196976,33.14461361,10.3130383,64.33635162,106.4515084,158.3388934,213.0079668,265.7489818,0.543,145830,84.16317,0,2,84.16317,"52,581",44253.83642,1198,811,0.027071099,0.018326095
4611,Orleans Parish,LA,3615,2262,4,HURRICANE IDA,3,4,2021,-89.9288,30.0687,3,3,3,0,59.93989538,57.74007731,36.39388813,55.35213379,99.60241242,131.4624463,176.2691146,225.9432227,271.7467308,0.8364,376971,52.49393,0,3,52.49393,"165,125",86680.60191,3615,2262,0.041704833,0.026095804
4611,Plaquemines Parish,LA,602,461,4,HURRICANE IDA,3,4,2021,-89.61,29.4406,4,2,1,2,37.10426754,43.86442001,58.62844793,93.25018526,140.7005047,172.1404315,214.929824,262.3097119,304.4795797,0.6604,23303,70.0188,5.2,3,70.0188,"8,190",5734.53972,602,461,0.104977911,0.080390061
4611,Pointe Coupee Parish,LA,43,26,4,HURRICANE IDA,3,4,2021,-91.6008,30.7095,7,2,0,0,121.2108669,110.2172463,71.18214797,41.93642826,59.66574552,105.9090329,160.1353898,216.8779002,274.7990504,0.7683,20356,77.3937,0,0,77.3937,"8,645",6690.685365,43,26,0.006426845,0.003886
4611,St. Bernard Parish,LA,616,323,4,HURRICANE IDA,3,4,2021,-89.5552,29.8692,3,3,3,0,57.24744946,59.7610419,54.49290598,78.17204974,120.1934642,148.3384857,189.6025967,236.4546633,278.6636035,0.8549,44258,71.60409,0,3,71.60409,"16,223",11616.33152,616,323,0.05302879,0.02780568
4611,St. Charles Parish,LA,648,1098,4,HURRICANE IDA,3,4,2021,-90.3582,29.9055,3,3,1,2,49.12946098,42.47134606,12.60619458,47.64223914,99.86929358,138.1397477,186.9474111,239.1937627,287.9888852,0.3294,52282,80.3525,0,3,80.3525,"19,187",15417.23418,648,1098,0.042030885,0.071219
4611,St. Helena Parish,LA,434,319,4,HURRICANE IDA,3,4,2021,-90.7103,30.8219,6,2,0,1,106.8788532,98.83841455,55.71969139,14.123479,41.91958308,83.55028268,135.8721213,191.0170946,244.8548049,0.9424,10912,72.3328,0,1,72.3328,"4,380",3168.17664,434,319,0.136987311,0.10068883
4611,St. James Parish,LA,398,601,4,HURRICANE IDA,3,4,2021,-90.7931,30.027,4,3,1,1,63.78031855,53.79764108,12.62749722,34.45093677,88.72957951,131.5099375,183.3002746,237.7065831,289.6918991,0.5926,19742,82.83625,0,2,82.83625,"7,692",6371.76435,398,601,0.062463076,0.094322383
4611,St. John the Baptist Parish,LA,880,1591,4,HURRICANE IDA,3,4,2021,-90.4709,30.1264,3,4,1,1,63.31129276,55.81869866,15.18013637,33.19881297,85.50184433,124.6749599,174.4376361,227.508112,277.6437823,0.7011,42094,81.13861,0,2,81.13861,"15,803",12822.33454,880,1591,0.068630248,0.124080369
4611,St. Martin Parish,LA,43,31,4,HURRICANE IDA,3,4,2021,-91.6082,30.1291,8,1,0,0,96.15017658,84.28368968,54.26214286,50.58769503,90.16608827,136.9327781,191.2441296,247.7546446,304.141043,0.7896,51540,80.25158,0,0,80.25158,"20,238",16241.31476,43,31,0.002647569,0.001908712
4611,St. Mary Parish,LA,257,181,4,HURRICANE IDA,3,4,2021,-91.4485,29.7206,6,3,0,0,75.28247182,63.18210599,45.55716146,62.70215067,110.6785578,156.8761935,210.7090925,266.6559004,321.3110772,0.8835,48232,67.17267,0,0,67.17267,"19,321",12978.43157,257,181,0.019802085,0.013946215
4611,St. Tammany Parish,LA,1211,724,4,HURRICANE IDA,3,4,2021,-89.9583,30.4102,3,4,2,0,79.77365251,76.31926326,45.31695717,45.06751125,81.54695028,111.1427753,155.7148047,205.7691712,252.5624306,0.4793,269388,80.96999,0,2,80.96999,"102,005",82593.4383,1211,724,0.014662182,0.00876583
4611,Tangipahoa Parish,LA,2151,1761,4,HURRICANE IDA,3,4,2021,-90.4057,30.6266,5,2,1,1,92.40443505,85.76849171,44.83358859,20.46411829,58.35415215,94.71731771,144.1871382,197.5220771,248.5881133,0.9217,135217,70.17687,0,2,70.17687,"50,961",35762.83472,2151,1761,0.060146239,0.049241063
4611,Terrebonne Parish,LA,2009,4535,4,HURRICANE IDA,3,4,2021,-90.8663,29.4148,5,1,3,0,39.74366464,27.64730716,32.31842284,71.33842514,125.3755341,168.5122285,220.0960555,274.111476,325.0371769,0.8947,108708,74.89739,0,3,74.89739,"41,344",30965.57692,2009,4535,0.064878494,0.146452947
4611,Washington Parish,LA,490,220,4,HURRICANE IDA,3,4,2021,-90.0405,30.8533,3,5,1,0,105.736087,101.1431639,64.24073728,42.10184649,58.87428155,84.3188538,129.0773256,180.1192912,228.8263533,0.9784,45133,71.21836,0,1,71.21836,"17,944",12779.42252,490,220,0.038342891,0.017215175
4611,West Baton Rouge Parish,LA,64,38,4,HURRICANE IDA,3,4,2021,-91.3127,30.4636,7,2,0,0,100.4563987,89.64841771,50.19958695,27.78755215,65.83973349,112.4253758,166.6043729,222.9604358,278.9838368,0.5939,27792,71.70546,0,0,71.70546,"10,338",7412.910455,64,38,0.008633586,0.005126192
4611,West Feliciana Parish,LA,29,12,4,HURRICANE IDA,3,4,2021,-91.42,30.8798,7,2,0,0,124.4368352,114.091054,72.65147417,36.185161,45.88594359,92.31333652,146.6119987,203.3358295,261.0509567,0.4472,15494,73.09032,0,0,73.09032,"3,897",2848.32977,29,12,0.010181405,0.004212995
4626,Amite County,MS,69,14,4,HURRICANE IDA,3,4,2021,-90.8044,31.1744,6,3,0,0,128.6114834,120.5476524,77.34518067,34.53399039,20.18141283,63.59561384,117.1533051,173.1696565,228.8355075,0.8686,12637,83.57452,0,0,83.57452,"5,597",4677.665884,69,14,0.014750947,0.002992946
4626,Hancock County,MS,50,21,4,HURRICANE IDA,3,4,2021,-89.4885,30.416,3,6,0,0,87.39929647,87.20872428,65.57978776,68.82659712,97.68566999,119.1750274,157.5381493,203.4978242,245.8041177,0.5761,46055,81.15951,0,0,81.15951,"19,034",15447.90113,50,21,0.003236686,0.001359408
4626,Harrison County,MS,130,101,4,HURRICANE IDA,3,4,2021,-89.1161,30.5122,4,5,0,0,102.0063332,103.4637427,85.43317852,87.33722996,109.4363797,123.869395,156.241995,198.1914989,236.5404997,0.9293,209396,58.03938,0,0,58.03938,"81,633",47379.28708,130,101,0.002743815,0.002131733
4626,Jackson County,MS,88,78,4,HURRICANE IDA,3,4,2021,-88.6357,30.5423,4,5,0,0,119.0612615,122.3586979,109.1042487,112.084111,130.0916938,138.1628108,163.3811491,199.6772265,232.2347062,0.7495,143987,73.67317,0,0,73.67317,"55,677",41019.01086,88,78,0.002145347,0.001901557
4626,Pearl River County,MS,51,15,4,HURRICANE IDA,3,4,2021,-89.5896,30.7688,3,6,0,0,105.2481223,103.3266738,74.00648292,63.39864381,80.49628305,97.88797226,135.7667447,182.4918972,226.4683892,0.6595,56503,78.71274,0,0,78.71274,"21,703",17083.02596,51,15,0.00298542,0.000878065
4626,Pike County,MS,144,28,4,HURRICANE IDA,3,4,2021,-90.4042,31.1749,5,3,1,0,125.1950326,118.7322759,77.31530215,40.14510241,32.09657243,61.82412658,111.6405246,165.8320888,218.7462481,0.9701,39973,69.62098,0,1,69.62098,"16,232",11300.87747,144,28,0.012742373,0.002477684
4626,Walthall County,MS,115,13,4,HURRICANE IDA,3,4,2021,-90.1061,31.1484,3,5,1,0,123.2476782,118.1304576,79.29300447,48.67319758,45.92621607,66.35721899,111.4503334,163.3873374,213.655852,0.8269,13836,86.03332,0,1,86.03332,"5,653",4863.46358,115,13,0.0236457,0.002672992
4626,Wilkinson County,MS,25,1,4,HURRICANE IDA,3,4,2021,-91.3109,31.1611,7,2,0,0,136.7139399,127.0497253,84.28251378,42.81197402,29.33251771,74.98158305,129.1546319,185.8999167,244.0330904,0.9087,8315,81.03402,0,0,81.03402,"3,313",2684.657083,25,1,0.009312176,0.000372487
4337,Alachua County,FL,76,117,5,HURRICANE IRMA,1,3,2017,-82.3577,29.6748,5,2,2,0,314.476818,302.5805417,247.469088,229.62152,176.3089065,89.05312895,18.4435626,94.56303548,170.3528688,0.4871,266309,55.37995,0,2,55.37995,"112,723",62425.94104,76,117,0.001217443,0.001874221
4337,Baker County,FL,9,31,5,HURRICANE IRMA,1,3,2017,-82.2846,30.3311,5,3,1,0,353.0569064,341.1161096,286.123484,268.1960248,214.5227833,128.199694,48.99036416,71.58355607,144.048935,0.7023,28254,77.51935,0,1,77.51935,"9,087",7044.183335,9,31,0.00127765,0.004400794
4337,Bradford County,FL,37,122,5,HURRICANE IRMA,1,3,2017,-82.1688,29.95,5,2,2,0,329.599361,317.6453574,262.7095845,244.7574068,190.9956776,105.2237331,34.80174256,89.57884198,164.263317,0.9089,27142,70.17544,0,2,70.17544,"9,462",6640.000133,37,122,0.005572289,0.018373494
4337,Brevard County,FL,384,518,5,HURRICANE IRMA,1,3,2017,-80.7323,28.2936,1,5,3,0,231.7876949,219.9602276,170.0399255,152.9389111,103.5560928,77.9341246,129.9385389,213.2601911,288.7532875,0.4266,587769,71.64554,0.1,3,71.64554,"257,026",184147.6656,384,518,0.002085283,0.00281296
4337,Broward County,FL,793,589,5,HURRICANE IRMA,1,3,2017,-80.4871,26.1523,3,1,4,1,113.5661365,103.1892972,73.53246778,67.2580857,76.00459278,153.4497956,238.298906,326.7596273,402.0545501,0.5985,1934516,62.10725,0,5,62.10725,"756,657",469938.8546,793,589,0.001687454,0.001253355
4337,Charlotte County,FL,51,78,5,HURRICANE IRMA,1,3,2017,-81.9123,26.9055,3,2,3,1,146.3341127,134.4603243,79.31767574,61.52267218,13.0345907,79.32236737,167.277848,254.2639541,327.2903245,0.4817,181522,75.57708,3.47,4,75.57708,"85,846",64879.9001,51,78,0.000786068,0.001202221
4337,Citrus County,FL,46,46,5,HURRICANE IRMA,1,3,2017,-82.4794,28.8489,4,3,2,0,266.6954217,254.9093287,199.7183474,182.10527,129.9635211,41.71052058,46.61628151,134.2995684,208.7265734,0.6087,145415,79.53176,0,2,79.53176,"69,438",55225.26351,46,46,0.000832952,0.000832952
4337,Clay County,FL,68,281,5,HURRICANE IRMA,1,3,2017,-81.8579,29.9831,5,2,2,0,330.2008708,318.1967117,263.6480507,245.6213207,191.5517693,108.6968574,49.60722056,101.403905,174.5283973,0.3559,212228,74.25214,13.33,2,74.25214,"78,939",58613.89679,68,281,0.001160134,0.004794085
4337,Collier County,FL,547,654,5,HURRICANE IRMA,1,3,2017,-81.3475,26.1107,2,1,3,3,97.19021277,85.21541717,36.1443041,22.87451534,45.5778563,133.6303808,221.748613,309.5558163,383.222678,0.4811,372678,67.72827,5.3,6,67.72827,"157,921",106957.1613,547,654,0.005114197,0.006114598
4337,Columbia County,FL,34,54,5,HURRICANE IRMA,1,3,2017,-82.6215,30.2242,5,3,1,0,349.3052525,337.456084,282.2827408,264.5260579,211.5393373,123.6892281,37.74955035,60.98361283,136.1554175,0.859,69999,71.93809,0,1,71.93809,"26,424",19008.9209,34,54,0.001788634,0.002840771
4337,DeSoto County,FL,40,111,5,HURRICANE IRMA,1,3,2017,-81.8095,27.1863,3,3,2,1,162.3674757,150.4110445,95.55135083,77.55697476,23.95392836,64.39181365,152.5623996,240.2891832,314.0818133,0.9901,37241,64.44562,0,3,64.44562,"11,941",7695.451484,40,111,0.005197876,0.014424105
4337,Dixie County,FL,20,11,5,HURRICANE IRMA,1,3,2017,-83.1588,29.6082,5,3,1,0,319.6778961,308.1229592,253.1896005,236.0546697,185.6752744,98.5589184,23.9876227,79.65926561,151.9726297,0.8453,16615,77.40342,0,1,77.40342,"6,248",4836.165682,20,11,0.004135508,0.002274529
4337,Duval County,FL,329,749,5,HURRICANE IRMA,1,3,2017,-81.6708,30.3316,2,5,2,0,350.7172932,338.6971728,284.4706182,266.4347268,212.327331,131.123382,69.33957525,100.6211709,169.1759223,0.6708,937933,59.07883,3.78,2,59.07883,"399,759",236172.94,329,749,0.001393047,0.003171405
4337,Flagler County,FL,53,170,5,HURRICANE IRMA,1,3,2017,-81.3136,29.4614,2,5,2,0,298.4490497,286.4316532,233.0610578,215.0987429,161.3105728,89.05309657,72.99980098,142.7943555,216.6832169,0.3352,109999,74.05306,0,2,74.05306,"48,450",35878.70757,53,170,0.001477199,0.004738186
4337,Gilchrist County,FL,13,6,5,HURRICANE IRMA,1,3,2017,-82.8004,29.7258,5,3,1,0,321.7832406,310.0409414,254.8668264,237.3304871,185.2971106,97.01572585,9.203931824,79.38364248,154.6161374,0.7746,17900,80.46093,0,1,80.46093,"6,551",5270.995524,13,6,0.002466327,0.001138305
4337,Glades County,FL,24,18,5,HURRICANE IRMA,1,3,2017,-81.189,26.9564,2,3,2,2,148.6373459,136.6957544,86.07412017,69.21348744,28.9710492,92.15380447,177.927413,266.4355496,341.4226988,0.9538,13580,72.0869,0,4,72.0869,"4,250",3063.69325,24,18,0.007833682,0.005875262
4337,Hamilton County,FL,9,0,5,HURRICANE IRMA,1,3,2017,-82.9479,30.4964,5,3,1,0,368.6696454,356.9063195,301.7207099,284.1306853,231.7714491,143.5148254,55.41461764,37.46153373,112.6793911,0.9844,14364,70.87513,0,1,70.87513,"4,690",3324.043597,9,0,0.002707546,0
4337,Hardee County,FL,35,82,5,HURRICANE IRMA,1,3,2017,-81.81,27.4927,3,3,3,0,180.7006171,168.7305705,113.9438278,95.93608592,42.05921874,47.30782847,135.1281698,223.2156805,297.465628,0.9949,27154,68.51174,5.46,3,68.51174,"8,059",5521.361127,35,82,0.006339017,0.01485141
4337,Hendry County,FL,106,98,5,HURRICANE IRMA,1,3,2017,-81.1659,26.5535,2,2,2,3,124.7807778,112.8953047,64.1713429,48.71654444,32.29352303,113.3411304,200.414117,288.8139756,363.4145552,0.9955,41018,67.2901,1.6,5,67.2901,"12,644",8508.160244,106,98,0.012458628,0.011518354
4337,Hernando County,FL,73,90,5,HURRICANE IRMA,1,3,2017,-82.4245,28.5535,4,3,2,0,248.7173263,236.9392839,181.7505171,164.1627608,112.2558466,24.34532698,64.55988291,151.8339009,225.8393992,0.6157,186704,75.74802,5.1,2,75.74802,"79,773",60426.46799,73,90,0.00120808,0.001489414
4337,Highlands County,FL,148,167,5,HURRICANE IRMA,1,3,2017,-81.341,27.3434,1,4,3,1,171.1627571,159.1545817,106.5797169,88.89706707,37.90309642,68.84844768,153.5021195,242.0132725,317.1395235,0.8516,103852,71.30065,0,4,71.30065,"44,376",31640.37644,148,167,0.004677568,0.005278066
4337,Hillsborough County,FL,271,286,5,HURRICANE IRMA,1,3,2017,-82.3092,27.9292,3,3,2,1,210.7323681,198.976457,143.7995498,126.2914776,75.27776443,17.28064382,102.5388664,189.175862,262.3954709,0.6905,1426736,59.60767,10.1,3,59.60767,"559,949",333772.5521,271,286,0.00081193,0.000856871
4337,Indian River County,FL,49,80,5,HURRICANE IRMA,1,3,2017,-80.6062,27.6943,1,5,3,0,198.010779,186.3617194,138.9506195,122.8078898,79.42640862,89.93905107,159.1481391,245.2582429,321.0460191,0.4769,154241,73.19095,0,3,73.19095,"71,177",52095.12248,49,80,0.000940587,0.001535652
4337,Lafayette County,FL,2,3,5,HURRICANE IRMA,1,3,2017,-83.1811,29.9855,5,3,1,0,341.7974285,330.1899611,275.1642263,257.9019888,206.9074056,119.0764254,34.16440616,57.4110732,131.1401022,0.9449,8602,83.52329,0,1,83.52329,"2,727",2277.680118,2,3,0.000878086,0.00131713
4337,Lake County,FL,154,106,5,HURRICANE IRMA,1,3,2017,-81.7113,28.7615,4,3,2,0,256.455063,244.4428733,190.0720809,172.0360136,117.9279914,42.50305148,72.34980579,158.8404425,234.6455941,0.6517,345432,71.20357,0,2,71.20357,"156,923",111734.7782,154,106,0.001378264,0.000948675
4337,Lee County,FL,458,830,5,HURRICANE IRMA,1,3,2017,-81.8337,26.5779,2,3,3,1,126.2289597,114.3397633,59.23343319,41.38852202,15.1615822,99.46229062,187.4077821,274.2791381,347.0999545,0.6364,740000,65.87072,4.65,4,65.87072,"318,303",209668.4779,458,830,0.002184401,0.00395863
4337,Levy County,FL,13,11,5,HURRICANE IRMA,1,3,2017,-82.7436,29.3184,5,2,2,0,297.2500795,285.5315532,230.376077,212.899601,161.2106089,73.08792727,17.08309628,102.9021262,177.2918816,0.8497,40276,73.43293,0,2,73.43293,"17,756",13038.75105,13,11,0.000997028,0.000843639
4337,Manatee County,FL,93,96,5,HURRICANE IRMA,1,3,2017,-82.3153,27.4719,3,3,2,1,184.022774,172.3629851,117.3042836,100.115987,52.1102625,44.20086725,129.5455652,215.2702222,287.6050522,0.5546,385506,67.81733,0,3,67.81733,"168,437",114229.4761,93,96,0.000814151,0.000840414
4337,Marion County,FL,178,211,5,HURRICANE IRMA,1,3,2017,-82.0567,29.2102,4,3,2,0,284.7481522,272.7904199,217.8800883,199.9166967,146.1339948,61.20204026,41.04149712,126.335822,202.1455681,0.765,353339,73.52588,0,2,73.52588,"156,906",115366.5173,178,211,0.001542909,0.001828954
4337,Martin County,FL,26,34,5,HURRICANE IRMA,1,3,2017,-80.4315,27.0775,2,3,4,0,165.4007726,154.1750832,112.0762945,98.33713492,70.00438833,115.8683714,193.3998266,280.7710788,356.5627768,0.4416,159701,74.63124,0,4,74.63124,"68,750",51308.9775,26,34,0.000506734,0.000662652
4337,Miami-Dade County,FL,1903,1218,5,HURRICANE IRMA,1,3,2017,-80.5623,25.6149,3,1,4,1,84.2658026,75.02781274,61.68705016,63.94295128,94.0327043,178.496693,265.2584065,353.7358635,428.4992718,0.8344,2713295,55.45565,0,5,55.45565,"967,414",536485.7219,1903,1218,0.003547159,0.002270331
4337,Monroe County,FL,1237,1856,5,HURRICANE IRMA,1,3,2017,-81.1087,25.3185,3,1,1,4,53.63522916,42.86260002,36.28554097,47.43252481,94.62019861,182.8712068,271.0319694,358.6904781,432.0620879,0.4728,76483,56.46792,5.45,5,56.46792,"36,436",20574.65133,1237,1856,0.060122526,0.09020809
4337,Nassau County,FL,38,62,5,HURRICANE IRMA,1,3,2017,-81.8016,30.6107,5,3,1,0,367.7295848,355.7167141,301.2941655,283.2609279,229.1639729,146.4265545,76.65158567,89.45416847,154.4021752,0.3286,82925,77.92069,0,1,77.92069,"35,919",27988.33264,38,62,0.001357709,0.002215209
4337,Okeechobee County,FL,53,42,5,HURRICANE IRMA,1,3,2017,-80.8886,27.3864,2,3,3,1,176.6507319,164.8487787,115.9330079,99.43197995,55.93675759,85.18788699,163.9188892,251.8191205,327.5112134,0.9698,41275,70.64018,0,4,70.64018,"14,433",10195.49718,53,42,0.005198373,0.004119466
4337,Orange County,FL,371,316,5,HURRICANE IRMA,1,3,2017,-81.3235,28.5144,0,6,3,0,241.534538,229.5198746,176.3706369,158.4626794,105.0022574,50.07653483,97.42926768,182.9851523,258.7744063,0.6909,1355921,56.15252,0,3,56.15252,"519,437",291676.9653,371,316,0.001271955,0.00108339
4337,Osceola County,FL,163,174,5,HURRICANE IRMA,1,3,2017,-81.1495,28.0626,1,5,3,0,215.0167485,203.0404077,150.9689443,133.3193636,81.39342689,56.30496468,123.3329449,210.2994583,286.1036029,0.8551,353623,58.69926,0,3,58.69926,"130,574",76645.97175,163,174,0.002126661,0.002270178
4337,Palm Beach County,FL,574,237,5,HURRICANE IRMA,1,3,2017,-80.4655,26.6476,2,3,4,0,140.7742733,129.8146221,91.68974441,80.30612189,66.9210104,131.4423389,213.3942573,301.5090975,377.1310008,0.5718,1470344,66.48902,0,4,66.48902,"607,880",404173.4548,574,237,0.001420182,0.000586382
4337,Pasco County,FL,217,173,5,HURRICANE IRMA,1,3,2017,-82.3932,28.3091,4,3,1,1,233.998414,222.2359197,167.0539044,149.5109682,97.96218077,12.1533216,79.26987458,166.1601127,239.7790201,0.6367,525141,70.43391,3.5,2,70.43391,"225,214",158627.0261,217,173,0.001367989,0.001090609
4337,Pinellas County,FL,257,122,5,HURRICANE IRMA,1,3,2017,-82.7256,27.9199,3,3,2,1,215.9673447,204.5354223,149.9443663,133.3027844,86.78654168,32.57528586,101.0175466,183.6963888,254.6869614,0.5174,968341,65.31525,0,3,65.31525,"442,789",289208.7423,257,122,0.000888632,0.000421841
4337,Polk County,FL,585,610,5,HURRICANE IRMA,1,3,2017,-81.6977,27.9489,3,2,4,0,207.6235866,195.6158248,141.2172151,123.1810577,69.07260966,30.62459785,112.4407465,200.9518379,276.1081974,0.9277,685368,65.67081,1.38,4,65.67081,"272,418",178899.1072,585,610,0.00327,0.003409743
4337,Putnam County,FL,112,138,5,HURRICANE IRMA,1,3,2017,-81.7443,29.6086,5,2,2,0,307.4099246,295.3966426,241.0107869,222.9755229,168.8708841,88.01627412,49.95915692,119.7509448,194.4171008,0.9516,73384,70.79403,0,2,70.79403,"29,569",20933.08673,112,138,0.005350382,0.006592434
